val_loss,val_root_mean_squared_error_loss,val_CTR_loss,val_rmse,val_real_rmse,val_mae,val_real_mae,val_accuracy,val_recall,val_precision
9.651087760925293,9.31535816192627,0.33573493361473083,1.1767778396606445,0.7751895324843272,2.3077785968780518,0.4483107074210651,0.851888120174408,0.937824547290802,0.9329273104667664
9.686012268066406,9.400325775146484,0.2856934666633606,1.3102439641952515,0.7771684455200042,2.3170361518859863,0.4528832097245499,0.8610501885414124,0.9441499710083008,0.9299542903900146
9.485925674438477,9.106361389160156,0.37956827878952026,1.3452714681625366,0.7960072374228001,2.2884976863861084,0.469589912211123,0.8437552452087402,0.9439489841461182,0.9294089674949646
9.608251571655273,9.103083610534668,0.5051676034927368,1.3595213890075684,0.7670329184968411,2.2933108806610107,0.4667656526255631,0.8481928706169128,0.9458507299423218,0.9286291003227234
9.548409461975098,8.978860855102539,0.5695505142211914,1.3666995763778687,0.7924904072048313,2.2692036628723145,0.46790918376867124,0.8225458264350891,0.9464002251625061,0.9271225929260254
9.414314270019531,9.196460723876953,0.2178536206483841,1.3723655939102173,0.780504651155636,2.291775941848755,0.44417283844200367,0.9086660146713257,0.9475252628326416,0.9291043281555176
9.880977630615234,9.413529396057129,0.46745359897613525,1.3785834312438965,0.7870245074464203,2.31078839302063,0.4380714517606321,0.8582829833030701,0.9484583139419556,0.930448055267334
9.47027587890625,9.293668746948242,0.1766042709350586,1.3832734823226929,0.7878720131938033,2.30894136428833,0.4506356535771146,0.9396955966949463,0.9493200182914734,0.9331255555152893
9.567108154296875,9.366571426391602,0.2005360722541809,1.386849045753479,0.8158812940450518,2.3075873851776123,0.4516119366817251,0.9278338551521301,0.9492350816726685,0.9368534684181213
9.631010055541992,9.323427200317383,0.30758851766586304,1.3895773887634277,0.7908211225828117,2.3115713596343994,0.4609312379178768,0.8679512739181519,0.9494179487228394,0.9382470846176147
9.44165325164795,9.227974891662598,0.21368803083896637,1.391316294670105,0.7937449858439816,2.293248414993286,0.4516771306181535,0.9337056875228882,0.9498580694198608,0.9398699998855591
9.654671669006348,9.157124519348145,0.4975545108318329,1.3922584056854248,0.7972244318501825,2.284407377243042,0.45343825664078713,0.8553808331489563,0.9502520561218262,0.940301775932312
9.302220344543457,8.937292098999023,0.36493629217147827,1.3921403884887695,0.8034731515729994,2.2676289081573486,0.47933635584789047,0.8472817540168762,0.9499655365943909,0.9400062561035156
9.256396293640137,9.040027618408203,0.2163747400045395,1.391942024230957,0.7954223806433907,2.269191026687622,0.4507708788980125,0.9192285537719727,0.9501960873603821,0.940976619720459
10.167686462402344,9.305607795715332,0.8620744943618774,1.3927236795425415,0.7830064326853657,2.3155720233917236,0.4579859116580039,0.8389295935630798,0.9507822394371033,0.9407274127006531
9.61439037322998,9.394967079162598,0.21942821145057678,1.3941051959991455,0.8154342632276742,2.308849811553955,0.44565802159465634,0.936202883720398,0.9509528875350952,0.9415158629417419
9.118648529052734,8.823959350585938,0.2946820557117462,1.3941714763641357,0.8015361587944465,2.266172409057617,0.48993127916801615,0.8980022072792053,0.95074063539505,0.9426822066307068
9.429830551147461,9.12531566619873,0.30452343821525574,1.3941690921783447,0.8069895175828962,2.2905237674713135,0.45877885237178767,0.8654202818870544,0.9506915807723999,0.9429144859313965
9.328591346740723,8.941508293151855,0.38708341121673584,1.3944429159164429,0.8035890264631848,2.281174898147583,0.48084366293806013,0.854317843914032,0.9506767988204956,0.9424947500228882
9.097556114196777,8.892480850219727,0.20507961511611938,1.3941872119903564,0.7854907150910617,2.2819342613220215,0.48746412439133585,0.9183849096298218,0.9505918025970459,0.9429952502250671
9.571674346923828,9.136303901672363,0.435365229845047,1.394731879234314,0.8321053538737877,2.2960827350616455,0.4752150636118688,0.8531198501586914,0.9506328105926514,0.943000316619873
9.326604843139648,9.075529098510742,0.2510773837566376,1.39517080783844,0.8070214263621606,2.2890665531158447,0.46399093392335156,0.9111969470977783,0.9503601789474487,0.9434723258018494
9.896450996398926,9.561297416687012,0.33515092730522156,1.3963710069656372,0.815454063711124,2.339383363723755,0.4561317201945284,0.8580299019813538,0.9503200054168701,0.9437218904495239
9.603594779968262,9.304039001464844,0.2995496094226837,1.397493600845337,0.8099653376775712,2.322111129760742,0.4727200910821645,0.8769952654838562,0.9505192041397095,0.943644106388092
10.191551208496094,9.75615119934082,0.4354071021080017,1.399048924446106,0.8078115853177704,2.3653616905212402,0.464325478998732,0.8565788269042969,0.9506487250328064,0.9434608817100525
9.767356872558594,8.964171409606934,0.8031864166259766,1.3995665311813354,0.8190661151806261,2.2761685848236084,0.4819271645745332,0.8271015286445618,0.9504245519638062,0.9431315660476685
9.62219524383545,9.201184272766113,0.4210090935230255,1.3996530771255493,0.817775144451104,2.3103787899017334,0.48488238086075447,0.8523942828178406,0.9502806067466736,0.9429827928543091
9.602192878723145,9.324685096740723,0.2775081694126129,1.4001141786575317,0.8171660677305377,2.313629150390625,0.4668481347611812,0.896129310131073,0.9503970742225647,0.9432095289230347
9.665224075317383,9.38650894165039,0.2787177264690399,1.4007635116577148,0.8153523031219521,2.330674409866333,0.4756412812363537,0.9017311930656433,0.9505153298377991,0.9436531066894531
9.578109741210938,9.22534465789795,0.352767676115036,1.4011714458465576,0.8335753733571594,2.3027632236480713,0.47273384548000336,0.892484724521637,0.9506063461303711,0.944088876247406
