val_loss,val_accuracy,val_recall,val_precision
0.6807600259780884,0.5760233998298645,0.3308231830596924,0.5854891538619995
0.6740878820419312,0.5726121068000793,0.3323530852794647,0.597590446472168
0.7543736696243286,0.5516569018363953,0.40407174825668335,0.6193616986274719
0.8019599318504333,0.5414230227470398,0.4890870749950409,0.6528608798980713
0.8872910141944885,0.5209551453590393,0.5508907437324524,0.6762556433677673
0.9161415100097656,0.5214424729347229,0.596441924571991,0.6918568015098572
0.9617432355880737,0.5277777910232544,0.6309711337089539,0.7041752338409424
0.9357457160949707,0.544834315776825,0.6556130051612854,0.7137230038642883
1.0054510831832886,0.5419103503227234,0.6764126420021057,0.7229329943656921
1.0017991065979004,0.5419103503227234,0.6918202638626099,0.7297542095184326
1.0404610633850098,0.5511695742607117,0.705234706401825,0.7361782789230347
1.0724390745162964,0.5477582812309265,0.7166982293128967,0.7416984438896179
1.0910110473632812,0.5409356951713562,0.727649986743927,0.7460567951202393
1.0674879550933838,0.5501949191093445,0.7367549538612366,0.7498273253440857
1.100662350654602,0.544834315776825,0.7454059720039368,0.7534856796264648
1.116810917854309,0.5511695742607117,0.752659261226654,0.75653076171875
1.1487996578216553,0.5526315569877625,0.7593207955360413,0.7592658996582031
1.2464141845703125,0.5501949191093445,0.7655892372131348,0.7617754936218262
1.161233901977539,0.5560429096221924,0.7711771726608276,0.7641631364822388
1.264024019241333,0.5594542026519775,0.7763885855674744,0.7663484215736389
1.1764411926269531,0.5545808672904968,0.7815148830413818,0.7682768106460571
1.2253191471099854,0.5482456088066101,0.7863891124725342,0.769739031791687
1.2315680980682373,0.5682260990142822,0.7907540798187256,0.7714194059371948
1.2450504302978516,0.5550682544708252,0.7950280904769897,0.773043155670166
1.301242709159851,0.556530237197876,0.7991431355476379,0.7744179368019104
